id,quantity
6269,556
6270,814
6271,712
6272,661
6273,543
6274,679
6279,2756
6280,1749
6284,1833
6285,4894
6294,1426
6295,2120
6299,897
6300,1849
6301,1045
6302,1706
6314,621
6315,795
6316,943
6317,753
6318,449
6319,893
6320,964
6321,1412
6323,4096
6329,533
6330,535
6331,528
6332,1402
6333,1686
6335,1561
6336,2136
6337,2143
6352,2548
6354,1999
6356,1993
6362,1604
6364,1772
6368,3556
6369,2909
6374,1994
6386,3873
6387,2019
6388,1514
6393,4106
6394,2302
6395,2169
6396,2811
6400,907
6402,1607
6403,2213
6404,2896
6405,482
6406,493
6407,699
6408,807
6409,512
6410,829
6411,616
6412,464
6413,738
6414,638
6415,669
6417,737
6423,1168
6425,1749
6429,1277
6430,951
6431,707
6432,2058
6438,1105
6440,3895
6441,1269
6461,3316
6462,1904
6466,1839
6467,1804
6480,1117
6481,1708
6482,857
6483,704
6496,1053
6497,2858
6498,2009
6499,1899
6501,2336
6502,1531
6503,3583
6518,2141
6519,737
6520,3141
6521,1358
6522,3472
6523,3061
6524,2699
6525,2100
6528,1393
6529,2238
6530,1925
6531,2633
6532,2639
6533,1437
6534,1638
6545,2566
6546,3813
6550,822
6551,665
6552,677
6553,736
6554,713
6555,418
6556,474
6557,933
6558,768
6559,1495
6560,2485
6561,2214
6562,3281
6564,3887
6570,1950
6576,993
6577,1358
6578,1060
6579,2993
6580,1767
6581,3723
6582,1769
6583,1224
6588,737
6589,2225
6590,2879
6591,1448
6604,1588
6607,2735
6609,2022
6610,916
6611,1411
6612,2410
6614,800
6615,893
6616,1492
6617,660
6618,2110
6619,1372
6622,2183
6624,1693
6629,1529
6632,1732
6633,3268
6634,3366
6635,737
6637,1972
6641,1391
6642,3615
6645,1458
6646,2920
6647,2673
6649,1531
6650,1723
6651,968
6652,1133
6653,779
6667,3596
6669,566
6670,1159
6671,515
6672,1180
6673,414
6681,614
6682,543
6683,847
6684,856
6685,698
6686,895
6687,848
6688,552
6693,2709
6698,480
6699,767
6700,723
6701,557
6702,945
6703,946
6704,900
6706,3090
6709,1527
6715,2629
6718,3576
6720,3931
6733,2611
6734,2829
6739,1426
6740,1640
6741,2315
6742,2101
6743,1986
6744,1296
6763,1821
6764,1959
6771,2455
6772,1601
6777,1466
6778,1275
6779,626
6780,1177
6781,886
6782,1790
6784,1580
6785,737
6789,2972
6792,2698
6793,956
6794,3083
6795,1558
6796,924
6797,1303
6799,1576
6800,2901
6801,1270
6802,4010
6804,1684
6818,2497
6819,2533
6821,1178
6822,1412
6823,994
6824,520
6825,1358
6826,730
6827,1877
6828,492
6829,566
6830,621
6831,790
6832,850
6833,827
6834,617
6835,532
6836,632
6837,442
6838,448
6839,767
6840,425
6841,772
6842,687
6843,622
6844,454
6845,847
6846,516
6847,721
6848,763
6849,722
6856,1685
6857,2487
6859,1533
6860,1341
6865,2978
6866,1728
6867,3704
6869,1353
6871,1602
6872,1188
6873,1687
6878,2167
6882,2564
6883,4478
6885,1215
6886,757
6887,932
6888,2118
6890,3149
6891,1351
6892,1680
6894,4087
6895,1898
6903,2676
6906,943
6907,3321
6908,1758
6911,2271
6912,1471
6921,2736
6922,4256
6925,737
6926,1590
6931,1829
6932,2313
6941,1807
6942,3065
6943,1744
6944,1437
6946,2257
6959,1151
6963,2338
6964,2643
6965,2075
6967,1115
6968,1579
6969,2383
6970,1997
6979,1391
6980,1665
6984,1574
6985,1525
6986,1152
6987,601
6988,1238
6997,1371
6998,1058
6999,712
7000,2360
7001,2157
7002,3358
7007,3542
7011,2172
7012,3220
7013,1686
7014,3524
7015,2070
7016,1516
7017,2384
7022,2859
7023,2853
7025,1241
7034,2377
7035,1765
7036,1619
7037,2467
7038,954
7041,1758
7046,2126
7047,3084
7048,1920
7051,2071
7060,2504
7061,1532
7062,2934
7063,2430
7071,2019
7083,2045
7084,2339
7091,2987
7092,3019
7093,2164
7094,1939
7096,1699
7102,2800
7103,2023
7109,2830
7110,1925
7114,2112
7118,1247
7119,3549
7120,1949
7138,2136
7139,2738
7143,4073
7144,1786
7153,3890
7154,2640
7160,2513
7161,1995
7162,1733
7168,3114
7175,995
7176,1578
7177,3400
7178,1754
7186,2434
7194,737
7195,2811
7196,3889
7217,1933
7218,3408
7222,1873
7223,3636
7224,1557
7225,2744
7226,2240
7229,1814
7232,3017
7233,2843
7237,729
7238,858
7239,878
7240,1119
7241,1198
7244,2093
7245,1861
7247,1247
7248,1870
7249,1215
7250,1693
7251,2013
7255,2842
7256,3306
7259,2799
7260,1706
7265,2042
7271,1812
7272,2808
7273,1539
7276,2512
7277,3805
7297,2308
7298,3301
7302,2632
7303,2348
7310,3149
7311,2287
7314,678
7315,433
7316,292
7317,473
7318,293
7321,1196
7322,1620
7323,1265
7324,1856
7328,1679
7337,2822
7338,3504
7339,1697
7340,1362
7341,2076
7342,2301
7345,1938
7346,2763
7347,2750
7348,2267
7350,1398
7351,1740
7355,2286
7377,1758
7383,921
7384,596
7385,543
7386,488
7387,499
7388,793
7389,737
7395,2977
7396,2620
7397,2186
7399,1994
7400,2550
7401,1998
7404,2461
7405,1330
7406,661
7407,1547
7408,934
7409,479
7410,680
7411,735
7412,734
7413,523
7414,691
7415,506
7416,563
7417,482
7419,1137
7420,2125
7425,3055
7427,1902
7432,2462
7436,1229
7444,1541
7445,2093
7446,887
7454,2204
7457,2895
7460,3358
7466,3565
7467,2017
7468,1340
7469,2906
7471,1954
7474,3598
7477,1263
7478,2414
7479,861
7487,2709
7492,3504
7493,2312
7494,4021
7495,941
7497,3901
7498,2354
7507,2094
7508,853
7509,643
7510,958
7511,567
7512,757
7513,664
7514,846
7515,371
7516,1385
7517,490
7518,796
7519,552
7524,1783
7525,612
7526,1433
7527,2383
7530,1673
7531,3279
7532,1474
7533,1797
7541,3400
7543,2867
7544,1602
7545,1180
7546,532
7547,614
7548,739
7549,710
7550,590
7551,926
7552,748
7563,2028
7564,3495
7565,2035
7567,1299
7568,1488
7569,1822
7570,720
7581,1871
7583,3657
7586,1828
7588,2585
7589,2165
7590,1799
7591,1921
7592,692
7599,1722
7603,2127
7604,1898
7605,2856
7606,2079
7607,2642
7608,2008
7610,1567
7615,1927
7618,1990
7619,2626
7624,2083
7625,2733
7626,1076
7635,3019
7644,1627
7647,3019
7648,3788
7653,1698
7654,3730
7655,2420
7657,1131
7658,1313
7659,1492
7660,660
7661,640
7664,1005
7665,2174
7678,2167
7679,3553
7680,2695
7681,2787
7682,1919
7688,3005
7693,3001
7694,2555
7695,1924
7696,2196
7697,1504
7700,3086
7701,2235
7703,2070
7704,2333
7705,2952
7706,2813
7707,2386
7708,3282
7711,514
7712,776
7713,911
7714,581
7715,759
7716,693
7717,469
7718,762
7719,711
7723,952
7724,1130
7725,637
7726,849
7727,1589
7733,871
7752,1712
7755,1702
7758,1938
7763,3145
7764,1748
7765,1976
7768,1415
7777,2865
7791,2054
7800,2154
7807,2638
7808,2297
7814,3629
7818,2986
7821,2402
7822,3484
7825,1185
7826,1599
7827,1545
7828,2329
7829,1758
7831,1681
7832,1004
7833,2853
7834,2292
7838,1101
7841,2258
7846,2378
7847,1038
7856,1049
7865,946
7866,465
7867,351
7868,915
7869,637
7870,525
7871,594
7872,700
7873,670
7876,2450
7877,2194
7878,3590
7879,1454
7880,1367
7881,919
7882,2754
7889,3701
7890,1106
7891,2671
7895,502
7896,946
7897,430
7898,734
7899,827
7900,901
7901,692
7902,730
7903,671
7904,761
7905,1546
7906,2383
7910,2268
7912,1722
7913,737
7915,1631
7916,3310
7917,2292
7921,3680
7922,1687
7923,1153
7924,3209
7933,5122
7934,2594
7949,1322
7950,434
7951,548
7952,640
7953,677
7954,2438
7955,2726
7960,737
7961,2991
7962,1547
7963,2822
7964,2297
7965,2659
7974,2865
7981,3393
7990,2714
7997,1658
7998,1750
7999,3233
8000,1123
8001,1588
8002,1523
8003,956
8004,1560
8005,3422
8014,1596
8015,2041
8016,1052
8020,1757
8021,529
8022,596
8023,496
8024,440
8025,532
8026,608
8027,779
8028,736
8029,625
8030,417
8031,629
8032,647
8033,617
8034,557
8035,334
8036,229
8037,365
8038,906
8039,480
8040,699
8041,568
8042,725
8043,485
8044,513
8045,619
8053,3072
8064,1653
8065,1894
8066,2547
8068,2877
8069,1566
8074,2217
8075,3364
8077,1352
8078,2137
8081,2070
8082,1532
8083,1075
8084,2003
8085,4368
8086,1720
8090,2387
8091,1301
8092,2436
8093,2222
8102,1607
8105,1605
8106,2651
8107,1676
8108,1710
8113,2687
8114,3072
8127,2898
8128,1240
8129,2144
8130,1893
8131,2186
8132,2007
8136,2259
8137,3964
8138,1842
8140,1463
8141,3230
8142,2689
8143,3340
8144,3334
8150,2836
8154,904
8157,2151
8158,1757
8159,3719
8161,737
8162,1094
8164,2398
8165,1792
8170,2679
8171,1395
8172,1646
8175,2095
8176,3558
8179,1792
8180,2945
8181,3095
8185,2131
8186,3104
8187,3592
8188,1809
8189,1089
8192,2357
8193,2265
8196,3577
8197,2121
8198,5247
8199,1072
8200,4548
8201,1423
8202,2792
8203,1684
8211,476
8212,605
8213,722
8214,890
8215,888
8216,798
8217,719
8218,2545
8225,1548
8226,2603
8227,971
8243,2414
8244,3037
8247,2145
8254,2875
8262,3415
8278,1693
8279,1918
8280,1809
8281,1769
8301,2806
8314,2823
8315,841
8316,507
8317,617
8318,526
8319,636
8325,1727
8326,1252
8330,3264
8336,841
8337,642
8338,528
8339,719
8340,796
8341,852
8342,871
8345,2206
8346,2697
8347,1896
8349,3260
8350,3011
8351,3074
8353,2151
8354,4105
8355,1900
8356,2006
8357,2099
8358,3215
8365,1347
8366,1655
8367,2128
8369,5619
8384,1998
8386,737
8387,2566
8388,1263
8389,1822
8390,840
8391,1889
8392,3142
8399,849
8400,2824
8401,784
8402,2033
8403,2296
8405,737
8406,3398
8407,2456
8408,2211
8409,1574
8410,1853
8417,1527
8418,1725
8419,737
8423,1102
8429,2145
8435,1669
8436,3205
8437,941
8438,3194
8442,2446
8443,1203
8447,2642
8450,737
8451,2581
8452,1843
8453,2982
8457,2544
8458,3796
8459,2466
8461,1614
8462,2127
8470,2551
8474,1260
8487,542
8488,628
8489,622
8490,449
8491,678
8492,657
8503,2761
8504,2014
8511,1147
8512,1383
8519,1760
8521,3226
8522,2821
8524,2385
8525,2209
8526,998
8527,2808
8540,2403
8548,2518
8552,2535
8553,1318
8556,682
8557,738
8558,873
8559,645
8560,767
8563,3797
8565,2049
8567,4527
8571,1570
8572,2532
8573,2946
8574,752
8575,604
8576,498
8577,745
8578,837
8579,870
8580,2178
8582,3046
8583,708
8584,1311
8590,1534
8601,3042
8602,2244
8603,3403
8605,2813
8606,2730
8607,3201
8608,1599
8609,1721
8622,1832
8624,3489
8625,2156
8626,2430
8632,508
8633,970
8634,582
8635,1219
8636,1058
8637,3456
8639,3554
8640,2134
8641,459
8642,522
8643,490
8644,659
8645,379
8646,767
8647,449
8648,525
8651,2456
8653,2124
8654,2998
8657,814
8658,639
8659,1005
8660,1165
8661,1366
8662,1587
8668,2210
8669,3513
8670,1861
8671,2172
8673,2569
8685,2610
8686,590
8687,2670
8688,661
8690,2440
8691,871
8701,1813
8702,833
8703,3200
8704,2741
8707,1787
8712,1727
8718,1563
8726,2475
8728,827
8729,635
8730,350
8731,505
8732,631
8733,412
8734,510
8735,659
8739,2665
8745,712
8746,759
8747,723
8748,882
8749,1068
8752,2653
8754,2748
8765,1362
8766,2795
8767,3784
8770,1683
8777,2851
8779,1386
8780,1016
8781,2134
8782,1512
8786,3128
8788,1767
8798,2024
8799,3621
8800,3721
8802,1712
8803,2250
8804,2204
8810,2139
8811,2769
8815,2873
8817,2891
8818,1575
8820,2173
8823,1850
8824,3231
8838,881
8843,1537
8847,2866
8849,3217
8850,2068
8851,1844
8860,1256
8868,737
8870,2753
8871,2919
8885,1412
8894,2299
8895,2067
8910,2565
8911,753
8912,1721
8913,1897
8914,812
8925,2063
8926,2276
8927,2049
8933,1580
8934,1882
8967,3614
8968,2167
8969,3080
8971,737
8977,737
8980,4114
8987,1670
8988,1716
8991,2014
8992,1477
8993,1636
8994,2222
8995,1905
8998,1472
8999,3191
9000,3834
9011,1720
9012,737
9013,2864
9017,1712
9021,696
9022,1099
9023,840
9024,676
9025,492
9026,763
9027,948
9028,502
9030,641
9031,1075
9032,1197
9033,2508
9042,3012
9045,2232
9046,2017
9047,1150
9048,1786
9049,1026
9050,592
9051,1141
9057,2799
9058,4193
9065,1613
9066,1383
9068,2243
9074,2068
9081,1621
9083,3058
9084,938
9089,872
9090,3355
9091,1579
9095,1630
9096,3845
9097,1065
9098,2689
9100,4444
9101,4959
9102,2402
9103,3148
9107,2188
9108,3051
9109,2112
9110,3292
9111,1194
9112,3157
9120,2903
9121,3387
9122,1929
9123,3326
9128,1841
9129,2671
9130,3114
9134,1707
9135,1810
9136,2806
9138,1206
9139,760
9140,1101
9141,532
9143,2183
9144,2149
9145,1630
9149,791
9150,2158
9151,1794
9152,940
9157,2059
9158,1327
9159,708
9160,634
9161,835
9166,1289
9169,605
9170,732
9171,718
9172,689
9173,513
9174,506
9175,816
9176,718
9178,1523
9179,3428
9180,3496
9181,347
9182,614
9183,896
9184,841
9185,516
9186,714
9187,532
9188,875
9189,1115
9220,1621
9222,1865
9223,2491
9224,2751
9225,1496
9226,1541
9229,1813
9230,2780
9231,2656
9232,1892
9236,1358
9240,2849
9242,1784
9243,2766
9252,1258
9253,554
9254,598
9255,1433
9256,361
9257,3842
9258,1316
9259,2898
9260,3601
9262,1892
9263,1618
9264,2042
9267,3570
9268,2503
9269,698
9270,902
9271,777
9272,793
9273,695
9274,700
9275,837
9276,542
9277,1638
9278,3383
9279,2004
9302,2092
9303,1356
9304,2257
9305,4245
9306,6079
9307,3275
9309,3588
9310,1662
9313,3985
9314,1899
9315,2400
9323,1905
9324,2062
9325,1814
9326,2913
9327,2121
9328,3009
9329,3222
9336,2945
9343,2281
9355,3697
9356,1719
9362,1825
9363,1166
9364,1619
9366,2100
9368,1562
9369,2830
9370,1196
9371,1259
9373,3610
9374,2963
9376,2913
9377,1760
9378,502
9379,1677
9380,955
9381,1301
9382,2094
9386,966
9387,3914
9388,2240
9395,1007
9407,2013
9408,3355
9409,2619
9410,3129
9419,2655
9423,1549
9424,994
9425,2318
9427,737
9428,968
9437,1904
9439,1828
9440,1545
9441,2077
9442,3151
9452,594
9453,621
9454,629
9455,437
9456,745
9457,762
9458,530
9459,663
9461,737
9462,2287
9463,2654
9464,2317
9465,2965
9471,2603
9475,2317
9476,2219
9478,1305
9487,2085
9488,4928
9489,2511
9494,624
9495,1732
9496,2097
9497,1118
9498,2179
9499,1210
9500,1598
9520,2490
9523,1388
9525,780
9526,595
9527,368
9528,614
9529,706
9530,740
9532,2127
9533,1601
9534,2044
9543,3315
9544,1023
9545,2263
9546,1356
9549,3134
9550,1446
9552,1981
9557,2826
9565,586
9566,2582
9567,1457
9568,831
9569,2080
9573,2762
9576,1739
9578,1572
9579,1268
9581,1056
9582,1581
9583,833
9584,2339
9585,1915
9586,3475
9587,2676
9588,1732
9589,3245
9593,1077
9598,2594
9604,1612
9605,1959
9606,2239
9607,1846
9608,972
9609,1363
9611,1571
9617,2498
9624,1397
9625,1061
9629,2361
9631,2048
9632,3038
9633,2659
9634,3599
9635,2603
9636,4646
9637,2832
9641,1915
9642,3019
9643,3049
9646,1869
9647,1514
9649,1469
9650,1406
9660,1988
9665,1544
9666,754
9667,614
9668,1113
9669,1900
9676,3131
9677,1735
9679,2743
9680,2378
9687,3749
9691,1268
9692,2521
9699,2411
9700,1804
9701,2030
9703,1658
9707,3236
9711,3931
9714,3067
9715,2213
9717,3597
9719,1810
9720,2370
9721,448
9722,1043
9723,888
9724,335
9725,510
9726,1687
9727,3167
9728,1493
9730,3423
9731,1483
9734,2502
9738,2137
9741,737
9742,3165
9743,2383
9748,994
9749,962
9750,1610
9755,1121
9756,3395
9761,3231
9764,2332
9767,3378
9768,1799
9771,1977
9772,3212
9773,2708
9774,2865
9775,2607
9783,2048
9784,2423
9787,1853
9788,2363
9789,2779
9790,737
9794,1272
9799,1177
9806,2086
9807,1581
9808,2292
9809,3963
9812,2086
9813,2073
9814,2018
9815,758
9816,802
9818,1172
9824,2021
9825,1666
9826,2258
9827,2011
9828,857
9829,1927
9831,1647
9833,3372
9839,737
9840,4175
9844,2773
9845,2470
9846,929
9847,3757
9850,2612
9852,1341
9853,2177
9855,2565
9856,2711
9857,3313
9858,1609
9859,2151
9860,2575
9863,1559
9868,1519
9869,954
9870,1202
9871,2243
9872,1292
9877,1731
9901,1090
9905,739
9906,679
9907,757
9908,604
9909,675
9910,380
9911,762
9912,2504
9916,3138
9918,2153
9922,1497
9927,1313
9945,3052
9946,2207
9947,1508
9949,3127
9950,3522
9953,1646
9954,3359
9955,2546
9975,2191
9976,1267
9977,1574
9978,2958
9979,933
9980,1932
9981,1054
9982,1188
9983,1955
9984,1113
9985,2868
9986,3014
9987,1946
9989,1419
9994,2741
9995,1123
9996,732
9997,999
9998,353
9999,1466
10002,1741
10003,2963
10004,610
10005,1184
10006,1232
10007,454
10008,2249
10009,4198
10010,1097
10013,3699
10014,1575
10016,1922
10017,1151
10018,1128
10028,3331
10031,2217
10032,2123
10033,3109
10034,6322
10035,2693
10036,2178
10039,1396
10040,1699
10041,2287
10042,3066
10043,1236
10048,1869
10049,1394
10050,2964
10051,2504
10054,1410
10057,1770
10058,1595
10063,658
10064,633
10065,1523
10066,850
10067,653
10074,3502
10075,3187
10079,2623
10080,2865
10085,2920
10086,1716
10087,4816
10088,737
10089,3040
10090,2747
10096,2218
10099,1243
10101,2621
10103,2558
10104,1388
10105,3319
10106,3051
10116,1880
10117,1447
10118,542
10119,718
10120,1395
10127,2722
10128,2683
10129,2388
10131,3414
10133,3303
10142,737
10143,1581
10151,1952
10152,1743
10159,3550
10160,3056
10161,3427
10165,3098
10167,2521
10168,3204
10169,3362
10171,1303
10172,1080
10174,2289
10183,1473
10184,2323
10185,2363
10188,1704
10203,1511
10204,2671
10205,3538
10206,1766
10207,784
10208,352
10209,873
10210,752
10211,563
10212,808
10213,3824
10215,1636
10216,1558
10217,1566
10221,2760
10222,974
10223,2314
10235,3091
10236,2539
10239,2403
10241,2580
10243,624
10244,1848
10245,1712
10246,1238
10256,2678
10257,1847
10258,3480
10264,737
10265,991
10269,3362
10270,2764
10272,1378
10273,1458
10274,832
10275,2080
10276,1942
10277,684
10278,2616
10279,1973
10284,1228
10289,3030
10290,1311
10291,2087
10292,2113
10293,3121
10294,737
10295,1583
10297,2055
10301,1735
10325,3924
10326,2439
10329,3935
10330,2603
10331,2303
10332,2425
10339,1091
10341,2388
10342,2127
10345,1056
10347,737
10349,2354
10353,1288
10359,2652
10360,1669
10362,2346
10366,3076
10372,1918
10378,3267
10379,1438
10380,1721
10383,1090
10389,1718
10390,1613
10392,1549
10393,3429
10394,1810
10400,2223
10405,3231
10408,1273
10412,3577
10413,2904
10416,1765
10417,1844
10418,1181
10419,1771
10420,1996
10421,2838
10422,1221
10437,1187
10440,1246
10451,1645
10453,3050
10460,2353
10461,1645
10462,3715
10467,2051
10469,2148
10475,1959
10480,1184
10481,1598
10482,707
10483,1754
10484,683
10492,3737
10493,2042
10500,1483
10507,2082
10508,2366
10509,2318
10510,1535
10512,1431
10513,1835
10516,1083
10518,1857
10519,2125
10520,3141
10521,690
10522,624
10523,977
10524,858
10525,1104
10526,3387
10527,2134
10531,1847
10532,2789
10539,1553
10541,2583
10542,2775
10543,3192
10544,538
10545,451
10546,851
10547,526
10548,636
10549,512
10550,625
10551,761
10553,1931
10554,1241
10560,3212
10561,2168
10562,879
10563,687
10564,607
10565,937
10566,736
10567,510
10571,1355
10572,1444
10573,1932
10584,2920
10585,2707
10586,3933
10587,1520
10605,2482
10606,3307
10607,866
10608,718
10609,566
10610,751
10611,590
10612,704
10613,719
10614,919
10615,829
10624,2876
10625,1612
10626,2030
10632,3022
10641,1461
10642,2079
10643,2276
10645,2733
10646,2094
10647,1337
10649,3605
10650,2336
10651,3099
10652,2418
10654,982
10655,2009
10656,3696
10657,1896
10660,1898
10661,2818
10662,424
10663,557
10664,288
10665,712
10666,703
10667,536
10668,415
10669,536
10670,358
10671,626
10672,501
10673,484
10674,468
10675,490
10676,350
10677,295
10678,466
10679,424
10680,215
10681,1259
10685,1559
10686,2924
10687,636
10688,1614
10689,2857
10691,929
10692,2001
10693,2266
10694,3015
10695,1976
10696,1589
10697,2784
10698,3012
10699,3206
10700,4690
10701,2061
10716,2747
10726,3275
10757,882
10760,2499
10761,1774
10765,1138
10766,2084
10767,2964
10769,926
10771,2760
10773,1566
10774,1490
10775,1841
10777,4007
10778,1441
10779,1397
10780,2545
10781,1329
10788,1740
10789,1599
10795,481
10796,1244
10797,1303
10798,1140
10804,2220
10808,2590
10809,3007
10815,1582
10816,3787
10819,2714
10820,1207
10821,2959
10822,2863
10825,3051
10826,958
10830,3159
10831,1801
10837,827
10839,2380
10840,4415
10844,3262
10848,3754
10849,1577
10850,1390
10854,1151
10855,1555
10858,2179
10859,737
10860,1453
10861,3001
10863,1613
10865,3114
10866,2624
10867,2810
10868,2423
10869,1086
10870,576
10871,1258
10872,2992
10882,564
10883,656
10884,881
10885,486
10886,758
10889,1748
10904,2090
10906,1877
10907,1876
10908,2174
10909,1143
10910,3985
10914,3104
10915,1751
10916,2254
10922,2808
10925,1692
10931,1166
10932,1726
10933,995
10935,1311
10937,1772
10938,975
10939,727
10940,913
10943,3374
10950,2127
10951,1982
10952,2261
10957,2028
10960,1989
10961,2442
10962,1606
10965,1607
10966,933
10971,1977
10972,2733
10973,3803
10974,1799
10975,1696
10976,2764
10977,3081
10978,979
10979,2181
10983,872
10984,700
10985,962
10986,1347
10987,1860
10988,2719
10989,971
10991,1641
10992,1459
10994,1989
10998,708
11004,3132
11012,1920
11013,1389
11015,1345
11016,2757
11018,2042
11019,2245
11020,3706
11021,2595
11028,1601
11031,3256
11036,2777
11048,1682
11049,2857
11051,1511
11052,1919
11053,2559
11055,1565
11056,2687
11057,3018
11059,645
11060,378
11061,638
11062,463
11063,885
11064,861
11070,3933
11074,2022
11075,1366
11076,1564
11077,1490
11078,537
11079,1043
11081,4322
11082,1326
11083,2099
11085,3023
11086,2880
11087,2949
11088,2566
11089,1754
11090,1615
11091,1336
11092,737
11102,2773
11103,1651
11104,737
11105,1753
11106,1090
11107,1000
11108,1043
11115,2238
11117,643
11118,783
11119,742
11120,729
11121,847
11122,581
11123,2723
11130,2938
11131,1620
11132,2340
11133,1323
11146,3455
11147,3603
11148,1765
11149,1539
11161,2165
11162,2134
11163,2965
11164,3225
11165,3329
11166,1375
11167,1538
11168,2997
11169,2949
11173,2322
11180,2328
11181,1036
11182,1140
11183,631
11184,976
11185,722
11186,605
11194,1250
11200,1732
11201,2418
11207,2307
11209,859
11210,1554
11211,1491
11216,1373
11219,1859
11220,2259
11224,4201
11225,2657
11229,1891
11230,2389
11234,3335
11235,2738
11243,1218
11253,2419
11254,2901
11255,1125
11256,1092
11257,1589
11258,2100
11259,2346
11262,2578
11267,2973
11269,2275
11270,3433
11271,835
11272,739
11273,720
11274,833
11275,783
11276,826
11277,780
11278,526
11279,883
11280,558
11285,2395
11287,3123
11288,2587
11289,3841
11290,1111
11292,2310
11294,1291
11295,2859
11296,1483
11297,3628
11303,1733
11311,2950
11314,672
11315,2291
11316,998
11322,2324
11323,2270
11324,1772
11331,1509
11332,1680
11333,1139
11334,754
11339,1005
11340,691
11341,965
11342,497
11343,753
11344,539
11345,879
11351,2177
11362,1493
11363,2027
11364,2604
11366,3070
11368,1947
11375,1770
11376,3236
11377,2177
11381,1458
11383,2474
11384,1931
11389,2681
11391,1583
11392,2550
11393,3018
11394,2266
11396,1860
11398,1876
11423,2381
11428,1738
11432,2998
11433,1701
11434,1087
11442,1881
11444,3269
11445,897
11446,3016
11447,2355
11448,968
11449,1409
11450,947
11451,1764
11455,3480
11462,4286
11463,1907
11470,1790
11481,1681
11482,802
11483,2366
11485,1755
11486,2223
11487,2200
11488,1288
11490,2238
11491,1447
11495,1382
11496,1926
11499,2523
11500,1119
11501,1521
11502,3227
11509,1361
11510,1214
11511,2250
11512,790
11513,872
11515,1952
11516,3144
11519,2085
11520,1217
11521,1612
11528,1780
11529,1406
11533,1732
11535,3350
11538,1559
11543,1145
11556,1707
11557,1863
11559,1304
11560,2730
11562,2611
11566,2048
11567,3160
11568,2090
11572,1629
11579,1580
11580,3853
11581,1824
11583,737
11604,1351
11605,2114
11609,1580
11618,871
11619,604
11620,671
11621,691
11622,669
11623,918
11624,1531
11625,1597
11626,2272
11630,2000
11632,3082
11633,1282
11634,1983
11636,1596
11641,1810
11644,2741
11655,1846
11656,1734
11657,2030
11658,2327
11659,1851
11661,2493
11674,2025
11675,2316
11676,2847
11677,2013
11681,2073
11701,1897
11702,737
11703,2430
11704,1879
11705,1257
11706,703
11707,674
11708,3984
11709,1185
11710,2562
11711,3592
11712,3558
11713,2062
11714,2000
11715,1882
11716,1792
11717,1510
11718,1843
11719,2335
11720,2403
11727,3866
11732,1783
11735,2002
11751,3371
11753,999
11761,1434
11764,1864
11765,2521
11766,3745
11767,2783
11768,1954
11769,2690
11770,2455
11771,3267
11772,1940
11773,2808
11774,3686
11775,1246
11790,2383
11794,994
11795,1654
11796,4255
11798,4855
11799,2184
11800,1683
11805,2042
11806,3678
11816,2874
11817,1996
11818,1531
11820,2020
11821,1309
11822,892
11824,2483
11826,2032
11827,2709
11829,1918
11830,1365
11831,3168
11835,1498
11836,2356
11842,1198
11843,2437
11844,1055
11847,853
11848,453
11849,839
11850,626
11851,405
11852,705
11853,730
11854,569
11855,693
11856,683
11857,1332
11858,484
11860,1631
11865,2053
11866,2657
11867,2159
11873,987
11874,2039
11875,3344
11876,3934
11877,1753
11878,1928
11881,1133
11882,1557
11886,3078
11887,2200
11891,1940
11892,1273
11894,2907
11896,1406
11897,2493
11898,1188
11901,1623
11902,3463
11904,3058
11905,1843
11906,3787
11907,3399
11908,1449
11909,3076
11914,2270
11925,1712
11926,843
11927,2380
11928,1732
11932,2646
11943,3077
11944,1971
11945,461
11946,643
11947,574
11948,934
11949,727
11950,824
11951,1432
11957,2688
11958,1832
11959,1533
11960,1978
11961,1665
11965,2127
11966,2534
11967,1170
11968,2851
11975,1645
11976,2222
11980,2209
11981,2556
11987,652
11988,830
11989,1514
11990,1044
11991,1626
11992,2938
11993,2943
11994,1725
11996,737
11997,737
12003,2501
12004,2619
12005,1529
12006,1493
12007,2261
12008,1081
12010,1569
12018,2024
12020,737
12021,1721
12031,2251
12032,1137
12033,1456
12035,2391
12036,1501
12038,737
12039,737
12040,654
12041,2140
12042,2703
12043,1832
12046,1550
12048,858
12049,740
12050,3548
12052,1601
12059,3501
12060,2367
12067,1698
12068,2701
12069,1796
12070,4206
12071,2356
12072,1716
12076,2820
12091,1251
12103,2647
12104,1863
12105,1485
12112,2046
12119,2207
12120,1661
12122,1638
12123,2257
12125,1689
12126,1191
12127,2819
12128,3228
12139,3207
12140,388
12141,325
12142,647
12143,611
12144,556
12145,660
12146,555
12147,584
12148,666
12149,395
12150,455
12151,526
12152,569
12153,504
12154,258
12158,737
12159,2868
12162,2082
12164,937
12165,966
12166,1203
12167,1028
12168,991
12176,1469
12177,986
12178,733
12179,1321
12180,454
12181,1600
12183,3052
12184,1942
12186,912
12187,706
12188,677
12189,682
12190,876
12191,910
12192,1421
12195,1390
12196,1838
12199,1953
12200,737
12208,3204
12209,2844
12210,2236
12216,3759
12223,503
12224,477
12225,928
12226,629
12227,639
12228,910
12229,783
12230,2890
12231,1360
12232,1328
12233,1733
12234,1242
12240,3646
12241,1660
12242,1720
12243,2720
12250,1798
12256,656
12257,1550
12258,1301
