city_id,population,education_level,median_income
23/54/1,4734.0,6,2033.0280270171666
23/55/0,3155.0,6,1687.6280094370295
23/56/0,104.0,5,
23/56/1,10827.0,5,1488.512781584206
23/58/0,2618.0,5,1244.521036511538
23/60/0,9155.0,5,1388.889091227782
23/61/0,5627.0,5,1430.1927563528302
23/63/0,1982.0,5,1500.6315072428429
23/63/1,11928.0,5,1765.1670215949746
23/65/0,21033.0,7,1955.237334595059
23/65/1,36190.0,7,2225.905047265622
23/66/0,10937.0,7,1881.9749245973464
23/68/0,10768.0,7,2004.6922056068865
23/68/1,39004.0,7,2236.736906198589
23/69/0,16265.0,7,1932.484137815382
23/69/1,28430.0,7,2149.2428366421127
23/70/0,15943.0,7,1958.2026273923395
23/70/1,18010.0,7,1990.7924129777812
23/71/0,36161.0,7,2063.211527689064
23/71/1,19765.0,7,1886.0711005755934
23/73/0,3450.0,6,1619.267049656754
23/75/0,13975.0,7,2018.7577554558372
23/76/0,1718.0,5,1376.2332955306656
23/78/0,100.0,6,990.7775918175712
23/79/0,100.0,5,859.7584270202872
23/81/0,25831.0,5,1509.65387336372
23/81/1,35229.0,5,1911.5434211710958
23/82/0,6311.0,6,1744.3411616611588
23/82/1,20742.0,5,1607.9470191297046
23/83/0,2126.0,6,1607.2878647909506
23/84/0,25489.0,6,1811.2482775621145
23/84/1,88494.0,5,1807.3407313123937
23/87/0,,6,1579.7432240248675
23/88/0,3253.0,5,1663.6054325028178
23/89/0,2103.0,5,1350.414412222968
23/92/0,22883.0,5,2023.447516309779
23/92/1,1640.0,5,1183.4288739119183
23/93/0,1062.0,5,1331.6812834801854
23/93/1,3630.0,4,1230.1767993222809
23/94/0,7996.0,5,1499.3295731209162
23/95/0,6352.0,5,1554.7860447003945
23/96/0,2546.0,4,1208.7364651651817
23/97/0,58748.0,6,1787.768118587832
23/97/1,97001.0,5,2003.3330712537588
23/100/0,2500.0,6,1628.4146130915606
23/100/1,72210.0,6,1800.5951169125224
23/101/0,17141.0,6,1919.6159311347797
23/101/1,12690.0,6,1885.895304400449
23/102/0,5984.0,6,1558.5737686627494
23/104/0,7363.0,7,1735.4729390902785
23/104/1,13503.0,6,1946.5678595509041
23/105/0,8121.0,5,1551.3433185943584
23/107/0,957.0,6,1575.9803150483099
23/110/0,673.0,5,1218.9978996510285
23/114/0,51116.0,5,1704.5061051758375
23/116/0,14316.0,4,1416.4091734604026
23/117/0,6027.0,5,1338.6528725322225
23/123/0,13304.0,5,1591.0532597489605
23/124/0,14969.0,6,1699.2881920178957
23/124/1,7302.0,6,1651.4893715762512
23/125/0,38660.0,6,1835.5023148675527
23/125/1,16456.0,6,1683.4167456992072
23/126/0,14560.0,6,2018.787011276011
23/127/0,22377.0,6,1770.8286161548572
23/129/0,11128.0,6,1771.6419805612438
23/130/0,43681.0,6,1829.040476592834
23/130/1,5134.0,7,1724.7986144235701
23/131/0,46342.0,7,2052.6696309685517
23/131/1,2542.0,6,1668.2285366338572
23/133/0,100.0,6,945.3989679906323
23/134/0,7035.0,6,1708.713849269922
23/135/0,68372.0,5,1716.0719512139863
23/135/1,45672.0,6,1845.545340901757
23/136/0,23840.0,5,1587.4862728653159
23/136/1,29573.0,6,1720.050304892016
23/137/0,16221.0,5,1690.4412415146442
23/138/0,7620.0,5,1670.7028406133682
23/140/0,20589.0,4,
23/140/1,27277.0,5,1586.0941118957182
23/143/0,820.0,6,1433.7293413640477
23/144/0,17386.0,6,1765.1978415716703
23/148/0,18234.0,6,1936.8596699126178
23/148/1,26185.0,6,1825.3395989694993
23/149/0,3220.0,7,1690.063672563104
23/149/1,15025.0,6,1716.7525688761725
24/1/0,6072.0,6,1712.2842201463272
24/2/0,140.0,5,1037.5202427143493
24/3/0,1474.0,5,1242.7411977000545
24/3/1,84609.0,6,2025.8804159784343
24/4/0,22517.0,5,1647.0709148464798
24/4/1,21427.0,6,1971.2322726828338
24/5/0,11723.0,5,1710.8513454990493
24/5/1,4487.0,6,1832.177628194351
24/6/0,13913.0,5,1620.4674362004762
24/6/1,5426.0,6,2131.286938728983
24/8/0,10191.0,5,1564.5117721857655
24/9/0,6982.0,5,1513.417462223106
24/10/0,11315.0,5,1614.1541284376617
24/14/0,14255.0,5,1758.4871490181458
24/16/0,12806.0,5,1581.4211329249529
24/18/0,3450.0,5,
24/19/0,1851.0,6,1460.5664036443975
24/20/0,332.0,6,1202.4107706990671
24/20/1,113.0,5,857.474626031194
24/21/0,8700.0,5,1525.0693556485778
24/22/0,10019.0,6,1657.7573755199455
24/24/0,20188.0,6,1824.6983635200493
24/25/0,17992.0,5,1609.010237707455
24/25/1,10811.0,6,1659.8903828917792
24/26/0,1996.0,5,1458.1205274602942
24/27/0,50415.0,5,1811.039390265839
24/29/0,11655.0,6,1611.2574112489738
24/31/0,8726.0,6,1746.6247488500671
24/31/1,72881.0,6,1986.0522233946208
24/32/0,4527.0,5,1345.0252032017638
24/33/0,11384.0,5,1452.904147655047
24/33/1,16653.0,5,1776.8384667698974
24/34/0,37913.0,5,1544.9819008355487
24/35/0,3679.0,4,1216.9249375189183
24/36/0,697.0,4,1049.2546107212727
24/37/0,3193.0,5,1455.6107944335315
24/38/0,5079.0,5,1518.3402477712245
24/41/0,14600.0,5,1576.1274793573114
24/42/0,3004.0,7,1700.7858256536258
24/42/1,1373.0,6,1571.53404688661
24/43/0,5473.0,6,1541.3696271784254
24/43/1,15015.0,6,1731.257454496085
24/44/0,1704.0,6,1469.5049900573276
24/44/1,22349.0,6,1694.73258744112
24/45/0,9198.0,6,1742.311552558901
24/46/0,,6,1312.0124712253084
24/46/1,17570.0,6,1947.0903414159977
24/47/0,1439.0,6,1537.3222965084174
24/49/0,4929.0,6,1606.5123322301758
24/51/0,5288.0,5,1468.1782826600079
24/53/0,1407.0,5,1333.3730890517527
24/54/0,46820.0,5,1698.3567571933206
24/54/1,10653.0,6,1635.821076002243
24/55/0,10288.0,5,1431.5722551380477
24/57/0,7884.0,6,1652.6463459311321
24/58/0,8276.0,5,1656.3328821142247
24/59/0,7165.0,6,1654.682345397679
24/59/1,38349.0,6,1762.9949558527376
24/60/0,2042.0,5,1703.5617023895143
24/61/0,44072.0,5,1813.4839966470345
24/61/1,36432.0,5,1655.0528677514078
24/62/0,1038.0,6,1380.3012039407197
24/63/0,1785.0,6,1557.9710931611455
24/65/0,33930.0,7,2022.1485958178014
24/65/1,3056.0,6,1590.7017542410122
24/66/0,952.0,7,1689.2891337595177
24/67/0,2506.0,7,1608.1078634925868
24/68/0,22148.0,7,1960.2559832247287
24/69/0,78417.0,7,1983.7651782679227
24/69/1,2625.0,7,1728.237950425405
24/69/2,108823.0,6,1953.2644479664634
24/71/0,11320.0,7,1896.0140638899884
24/71/1,3787.0,6,1816.8997576179147
24/72/0,29979.0,5,1749.8069931739806
24/72/1,12027.0,6,1833.1212235221883
24/73/0,12429.0,7,1809.67741081786
24/78/0,32738.0,5,1659.4763525867124
24/78/1,7249.0,6,1737.4966294526641
24/79/0,15484.0,6,1834.3905795465305
24/80/0,4640.0,5,1535.464532926369
24/81/0,5224.0,6,1797.8660969004943
24/83/0,6341.0,6,1693.9698370071053
24/83/1,28854.0,6,1946.2257180111017
24/85/0,1691.0,5,
24/86/0,2182.0,5,1380.4486813571862
24/86/1,13182.0,6,1707.5963734530296
24/87/0,10818.0,5,1502.6671472984879
24/88/0,10291.0,6,1602.6099664449873
24/89/0,1928.0,5,1458.2847509417365
24/90/0,17032.0,5,1777.8428687337487
24/91/0,,6,1544.419692974222
24/92/0,4271.0,6,1587.2853873292731
24/94/0,872.0,6,1430.2223831131562
24/94/1,6770.0,5,1631.6924084639904
24/95/0,3559.0,5,1367.5615262987922
24/96/0,5760.0,5,1512.6141613915647
24/97/0,4717.0,5,1476.6275746671906
24/98/0,1407.0,6,1424.995269976713
24/100/0,3927.0,7,1674.0816175964442
24/101/0,,6,1601.0007339292044
24/101/1,19721.0,6,1728.1569486495875
24/102/0,14595.0,6,1702.9882652704214
24/103/0,1381.0,6,1544.536576289463
24/106/0,18147.0,6,1809.9862842166167
24/107/0,17425.0,5,1604.9014024248415
24/109/0,637.0,6,1357.7582308399315
24/109/1,21645.0,6,1894.4365789531134
24/111/0,2760.0,5,1462.5476627228054
24/116/0,1355.0,5,1149.415822245897
24/117/0,1317.0,4,1209.6898405140528
24/118/0,118.0,5,1073.1486884812575
24/118/1,9968.0,5,1533.0525704932834
24/120/0,15884.0,5,1693.053147318084
24/122/0,145474.0,5,1831.773607718041
24/122/1,45439.0,5,1619.3193431362033
24/123/0,7463.0,6,1747.6338501316068
24/124/0,209.0,5,924.3081768627538
24/124/1,3979.0,5,1406.8778032093878
24/127/0,1702.0,6,1582.070214449805
24/128/0,63223.0,6,1962.7359977203284
24/128/1,84136.0,6,1823.7878291466734
24/130/0,24661.0,6,1768.9957840715426
24/132/0,10928.0,7,2138.921408635753
24/132/1,21151.0,7,2053.0325811365774
24/133/0,9946.0,7,1954.0686605553283
24/137/0,30323.0,6,1782.1844593402602
24/139/0,15606.0,6,1675.7992971241324
24/140/0,2800.0,6,1463.5655599787221
24/141/0,1320.0,5,1199.9398356026397
24/142/0,9546.0,5,1554.4816127230795
24/143/0,637.0,6,1454.9419728527735
24/144/0,7639.0,5,1691.562194396635
24/144/1,32904.0,6,2023.0442085897764
24/147/0,29894.0,7,1877.1634829207903
24/148/0,859.0,6,1357.7332475097867
25/0/0,6313.0,5,1512.731817347065
25/0/1,10560.0,6,1628.6342541288857
25/1/0,22707.0,5,1661.7642382513868
25/2/0,6841.0,6,1615.1210664561852
25/3/0,1407.0,6,1692.608687515507
25/4/0,1040.0,5,1367.6433456823881
25/5/0,18902.0,6,1724.3593003448186
25/7/0,24956.0,6,1892.430426426055
25/7/1,36728.0,5,1661.9076526691338
25/8/0,758.0,5,1375.1451793555061
25/10/0,47102.0,4,1505.911029141689
25/12/0,17338.0,6,1652.308721253946
25/14/0,51875.0,6,1832.8172702686884
25/14/1,3876.0,5,1503.8176941760994
25/15/0,2974.0,5,1404.4535441823957
25/17/0,2611.0,5,
25/18/0,803.0,5,1379.5657462560825
25/19/0,60585.0,6,1798.7927624926574
25/19/1,1747.0,5,1383.1066160366668
25/23/0,4050.0,6,1568.5365387495924
25/23/1,19512.0,5,1566.3341101189744
25/25/0,2191.0,6,1517.424695012627
25/26/0,6775.0,5,1552.505801941514
25/27/0,10020.0,5,1786.8010828495196
25/27/1,28696.0,6,1727.6708993138736
25/30/0,24982.0,5,1641.5286299500476
25/31/0,453.0,5,1254.7709008364668
25/33/0,5476.0,5,1643.4740671245463
25/34/0,,5,1241.0657981901934
25/36/0,1507.0,5,1635.753186882731
25/38/0,1216.0,6,1412.8594162219633
25/38/1,26112.0,5,1651.8121299895636
25/39/0,28389.0,5,1692.7847751523375
25/40/0,5768.0,6,1616.2889182871147
25/42/0,35580.0,7,2629.830585914173
25/42/1,16255.0,6,1872.4578309029753
25/44/0,21871.0,6,1861.2237767256343
25/45/0,9115.0,7,1830.4093728977134
25/45/1,12412.0,6,1691.8725609369333
25/49/0,13164.0,5,1578.3845034365247
25/51/0,7404.0,6,1587.8530930987606
25/52/0,29727.0,5,1726.628028485662
25/53/0,16785.0,5,1635.7159432922988
25/54/0,1799.0,6,1641.7162246207645
25/54/1,15306.0,5,1913.1379118877346
25/55/0,26757.0,5,1744.9800553127775
25/55/1,1586.0,5,1353.55849304904
25/56/0,19560.0,6,1807.0434288164292
25/57/0,23937.0,6,1865.0211659264132
25/59/0,2789.0,6,1451.7747437012897
25/60/0,8103.0,5,1549.9168435006131
25/62/0,20995.0,5,1608.211899148842
25/63/0,7743.0,6,1873.2508907530403
25/66/0,8437.0,8,2229.3711490465
25/67/0,40431.0,8,2137.3475603163565
25/68/0,7318.0,7,1949.1124199414646
25/68/1,16355.0,7,1885.3497606827134
25/69/0,32209.0,7,2110.57578257571
25/70/0,1328.0,6,1473.076312431369
25/71/0,13981.0,7,1842.3918137416317
25/71/1,11415.0,7,1888.5433485115989
25/72/0,4181.0,7,1741.4325002313515
25/72/1,38680.0,7,2022.4702158121336
25/74/0,395.0,6,1348.6015098901707
25/74/1,7701.0,6,1647.9089849349498
25/75/0,40146.0,6,1896.5413005943344
25/76/0,17410.0,5,1615.9067110768349
25/76/1,32159.0,6,1784.1880548687316
25/77/0,2106.0,6,1548.0265305566313
25/78/0,21087.0,6,2166.0130666344803
25/79/0,7965.0,6,1787.2080555987063
25/79/1,10825.0,6,1669.0365488934215
25/80/0,11492.0,6,2304.6129976908246
25/82/0,3518.0,5,1388.80638317075
25/83/0,12936.0,7,1972.6580865527415
25/83/1,9362.0,6,1852.1514895235782
25/84/0,4213.0,6,1650.568829791912
25/85/0,19754.0,6,1736.8474032833642
25/86/0,1839.0,5,1313.733770536384
25/87/0,6747.0,6,1664.0428223947256
25/87/1,4707.0,5,1534.9010153109507
25/88/0,2129.0,5,1384.012227785489
25/89/0,64750.0,6,2024.4288356278005
25/89/1,54556.0,6,1890.3629817874194
25/90/0,16942.0,6,1799.7480952071242
25/90/1,3183.0,5,1447.4670430979531
25/94/0,2902.0,6,1518.3766682474293
25/94/1,6409.0,5,1511.946551579143
25/95/0,9837.0,6,1681.0807404617315
25/96/0,6707.0,6,1550.5226626124092
25/98/0,12745.0,6,1699.1384065749842
25/98/1,100.0,6,1260.9215567703268
25/99/0,93270.0,6,2083.0649332165594
25/99/1,2467.0,6,1548.971831600599
25/100/0,10552.0,6,1689.0050939632695
25/101/0,1512.0,6,1500.2558166848792
25/103/0,3770.0,7,1688.8776028715884
25/103/1,26351.0,6,1847.216077092375
25/105/0,14631.0,6,1807.543394155928
25/106/0,16835.0,6,1725.1560029181287
25/107/0,3800.0,5,1378.7115010518507
25/108/0,4866.0,7,1724.4383198447738
25/111/0,1310.0,5,1296.4838229603954
25/111/1,4731.0,6,
25/114/0,717.0,5,1154.5096794275305
25/115/0,35508.0,5,1679.5242820864703
25/116/0,40652.0,5,1698.6508651996426
25/117/0,40721.0,6,1797.761811813907
25/117/1,14422.0,5,1662.3203670121197
25/118/0,647.0,5,1384.8452263672689
25/122/0,980.0,5,1240.7933770873997
25/123/0,20778.0,5,1538.847001770067
25/123/1,3623.0,5,1428.6125947247606
25/126/0,12874.0,6,1673.6312107799395
25/127/0,10220.0,6,1738.6472780737108
25/127/1,3916.0,6,1569.0690233056557
25/128/0,17426.0,6,1833.3531020630144
25/129/0,14451.0,5,1584.597257216661
25/129/1,27573.0,6,1765.7437033914389
25/130/0,12493.0,7,1848.3597346748795
25/133/0,10438.0,6,1779.0557791467174
25/133/1,63137.0,6,2223.9523337767223
25/135/0,46346.0,7,1990.4281715963243
25/135/1,24129.0,6,1838.9472680620063
25/136/0,33436.0,6,1945.4284459090877
25/136/1,51572.0,6,2349.3605142169513
25/137/0,28433.0,5,1637.3211451601242
25/138/0,71350.0,5,1817.3858412704715
25/138/1,37382.0,5,1681.4247714546896
25/139/0,2448.0,5,1242.2556337301878
25/141/0,3649.0,6,
25/142/0,11475.0,5,1464.6997403693597
25/144/0,52484.0,6,1818.332399986487
25/144/1,43043.0,6,1798.4926112147368
25/147/0,42137.0,6,1889.5641063262044
25/148/0,10543.0,6,1762.1201858499296
25/149/0,5144.0,7,1739.9519166504272
26/0/0,10372.0,5,1554.7685430463719
26/0/1,3173.0,5,1404.7449320095143
26/1/0,836.0,5,1228.1676128425834
26/4/0,10464.0,5,1486.529325142785
26/6/0,341.0,5,1007.6033527298326
26/7/0,14487.0,5,1571.590588971906
26/8/0,2687.0,5,1537.2126771669227
26/10/0,290.0,5,1041.388175649004
26/11/0,1254.0,4,1139.1926753563348
26/14/0,402.0,5,1134.3055852098664
26/15/0,65629.0,6,1917.3773313949443
26/15/1,63977.0,5,1634.363085352911
26/16/0,5686.0,5,1529.529112643383
26/18/0,4578.0,6,1767.1854487949881
26/18/1,10377.0,5,1596.175777454188
26/19/0,52829.0,6,1872.3904422928042
26/19/1,377.0,6,1402.334450809512
26/20/0,52231.0,5,1625.1420919701136
26/20/1,9847.0,5,1533.8019681445564
26/21/0,44837.0,6,1769.4346219409665
26/21/1,57027.0,5,1633.5019620085634
26/22/0,11923.0,6,1688.5813539401383
26/24/0,20280.0,4,1482.0744723290784
26/26/0,22598.0,6,1705.3865792769905
26/26/1,1318.0,5,1343.2787206557068
26/29/0,7385.0,6,1563.887074696146
26/30/0,17692.0,6,1791.3287579796608
26/30/1,13504.0,5,1723.7106047952454
26/31/0,1318.0,5,1156.7261037672413
26/34/0,1959.0,5,1802.2670348313818
26/36/0,30379.0,5,1499.023346638284
26/36/1,2943.0,5,1369.2986337239909
26/37/0,37524.0,4,1563.1847235497182
26/37/1,3583.0,4,1265.1213312224359
26/38/0,3151.0,6,1558.1407626821597
26/39/0,8313.0,6,1727.1673420870925
26/39/1,40297.0,6,2018.3086908542923
26/40/0,10160.0,6,1737.7192365102
26/40/1,14537.0,6,1669.61324882374
26/41/0,28807.0,6,1930.7901544673252
26/41/1,7476.0,6,1646.275580709763
26/44/0,751.0,6,1441.7039999263766
26/48/0,22497.0,7,2137.4656090593962
26/48/1,6634.0,6,1615.1434655106684
26/49/0,47765.0,6,1936.9000233142608
26/49/1,15624.0,6,1640.0509440942026
26/50/0,35400.0,6,1781.377615400082
26/50/1,10039.0,5,1659.7737990925455
26/52/0,,5,1474.956109858669
26/55/0,30283.0,5,1811.1610919668092
26/55/1,6066.0,6,1670.1993168982551
26/58/0,24909.0,5,1700.563792926187
26/58/1,613.0,4,1140.2401887195672
26/60/0,20602.0,6,1822.1650525391117
26/61/0,5411.0,6,1559.858994274881
26/62/0,,6,1224.8782824772761
26/64/0,8295.0,7,1807.267295868354
26/64/1,19466.0,7,2237.526195017186
26/65/0,81052.0,7,2059.2400319092344
26/65/1,16316.0,7,1972.4128094886673
26/66/0,1225.0,7,1659.0644727716274
26/67/0,26235.0,6,2058.229516533849
26/68/0,18966.0,7,2024.7459934996648
26/69/0,10708.0,6,1944.3124190633011
26/70/0,1100.0,6,
26/72/0,1791.0,7,1583.6526077238198
26/72/1,15165.0,7,1874.201098807439
26/73/0,7161.0,6,1736.3373722541044
26/73/1,40438.0,6,2105.042741381161
26/74/0,6081.0,6,1704.9201045279103
26/75/0,12093.0,7,1823.9638133661913
26/75/1,32200.0,7,1951.4656147182357
26/76/0,9477.0,6,1610.6796249859751
26/76/1,11230.0,5,1574.032917453871
26/77/0,18068.0,6,1720.481258441854
26/77/1,1014.0,5,1244.8803598343688
26/78/0,11460.0,6,1746.10987396593
26/78/1,6983.0,6,1633.0591066036893
26/79/0,4063.0,5,1548.0192521070244
26/80/0,32173.0,6,1774.7719126139802
26/80/1,66063.0,5,1722.5727955233315
26/81/0,58398.0,6,1906.0858824499082
26/81/1,28207.0,6,1857.2399352114376
26/82/0,13843.0,6,1805.39216918756
26/83/0,8770.0,6,1797.9606511917566
26/84/0,4857.0,6,1717.9744572544769
26/86/0,25566.0,6,1760.9102395638145
26/86/1,26805.0,7,1953.1641344156096
26/87/0,74239.0,5,1749.0850661507282
26/87/1,13290.0,6,1890.6454090515258
26/88/0,18398.0,5,1814.7020989119808
26/88/1,31949.0,5,1697.0681950100422
26/89/0,,6,1466.4372320401417
26/90/0,1138.0,5,1315.961888151654
26/91/0,8445.0,5,1417.2493530780157
26/92/0,16448.0,5,1676.3393009032761
26/93/0,10735.0,5,1392.3386537674603
26/93/1,5736.0,5,1424.9236746038644
26/94/0,5544.0,5,1343.6371644356936
26/95/0,33407.0,5,1679.50491232794
26/95/1,37199.0,5,1670.0520287271486
26/96/0,2205.0,6,1530.2749893769706
26/99/0,29691.0,6,2025.4560871954632
26/99/1,10533.0,5,1581.9562011320966
26/100/0,14544.0,6,1811.3032695878542
26/101/0,16374.0,5,1595.2202571035643
26/101/1,10260.0,6,1774.5792903164322
26/102/0,5945.0,5,1501.8601026867377
26/105/0,215.0,6,1304.2882146518057
26/105/1,2040.0,6,1413.672900641092
26/107/0,64127.0,6,1871.1506624664908
26/107/1,3624.0,6,1732.3091086977888
26/108/0,394.0,6,1311.543197063164
26/109/0,11551.0,5,1542.697494158687
26/109/1,10426.0,5,1499.5840133736285
26/110/0,11229.0,5,1529.5707796834713
26/110/1,368.0,5,1204.8381803045402
26/111/0,8528.0,5,1674.6694300389383
26/111/1,9382.0,5,1471.4199395653188
26/112/0,17651.0,5,1550.4099603233647
26/113/0,24080.0,5,1557.963775947655
26/115/0,24999.0,5,1552.8638845184892
26/115/1,1482.0,6,1373.8104837179415
26/116/0,1273.0,5,1754.7945486251242
26/116/1,,4,1409.8412244800838
26/117/0,1382.0,6,1464.9481748469302
26/119/0,8993.0,6,1631.743332950339
26/120/0,954.0,6,1569.5547736316717
26/120/1,12143.0,5,1559.6831446395563
26/122/0,4010.0,4,1223.6029543776417
26/123/0,14152.0,6,1703.119408427254
26/124/0,27266.0,5,1781.1468873736626
26/125/0,6764.0,5,1633.2071092685787
26/126/0,14024.0,5,1584.4181108880132
26/127/0,84866.0,5,1806.8590305007915
26/127/1,23971.0,5,1964.431658965976
26/129/0,4994.0,7,1712.465443436524
26/130/0,37354.0,6,2148.3233473273326
26/130/1,5446.0,6,1679.4594574813063
26/131/0,14442.0,7,1911.1340705849177
26/131/1,11016.0,7,1856.0583703544476
26/132/0,40099.0,6,2013.1315299996036
26/133/0,7396.0,7,1792.0717538699462
26/133/1,9026.0,6,1676.8632051381676
26/134/0,34527.0,6,1986.100872135839
26/136/0,2176.0,6,1427.7736606115986
26/137/0,2082.0,5,1461.7508832533376
26/138/0,24721.0,5,1579.3289546011727
26/138/1,23192.0,5,1685.5653724227739
26/139/0,2682.0,5,1464.23796920313
26/140/0,17159.0,6,1916.427000082914
26/141/0,18962.0,5,1703.2524923653505
26/143/0,314.0,5,1165.141113546099
26/146/0,11222.0,7,1845.6036472479516
26/147/0,4418.0,7,
26/148/0,50092.0,7,2031.5135242656727
26/148/1,24531.0,7,1927.8322280370348
26/149/0,,8,2087.2013961309012
27/1/0,15483.0,5,1589.4342364321058
27/1/1,12003.0,5,1575.5084716831193
27/2/0,5637.0,5,1596.0333375371113
27/2/1,7782.0,5,1521.710590263434
27/3/0,21560.0,6,1781.1823298209742
27/5/0,1448.0,4,1284.614688060218
27/6/0,28263.0,4,1719.8424798311976
27/6/1,7093.0,5,1569.3435338052197
27/8/0,2413.0,5,1368.2123471853113
27/8/1,20872.0,6,1816.0947262829336
27/9/0,4414.0,5,1495.4569806530696
27/10/0,168.0,5,899.332478885939
27/10/1,3760.0,5,1597.2427256119786
27/11/0,16472.0,5,1547.8858110082654
27/12/0,30057.0,5,1669.6529679911648
27/13/0,3823.0,6,1502.9442124399125
27/14/0,2924.0,6,1575.7283534738751
27/15/0,10824.0,6,1606.5192058224984
27/16/0,,6,1487.6498541997234
27/17/0,9214.0,5,1598.189456099456
27/18/0,12204.0,6,1683.5018192459534
27/19/0,115.0,6,941.8914249911346
27/20/0,7743.0,6,1999.1963687637763
27/22/0,4427.0,5,1386.4493651452226
27/23/0,18787.0,6,1799.4678381452713
27/25/0,19208.0,6,1694.305345756389
27/26/0,7247.0,6,1649.0813877643552
27/27/0,13085.0,6,1838.5020948576707
27/27/1,10104.0,6,1790.0283486071337
27/28/0,6629.0,5,1708.789850861397
27/29/0,24303.0,5,1641.6346910858163
27/32/0,14715.0,5,1594.2248441171987
27/33/0,43943.0,5,1746.889072615067
27/33/1,,5,1397.900454711321
27/35/0,36262.0,6,1739.57304155729
27/35/1,1302.0,5,1136.7387105855694
27/36/0,54122.0,5,1648.4547055317419
27/36/1,9080.0,5,1648.2415966805183
27/37/0,14145.0,6,1877.1864113329216
27/38/0,32954.0,6,1820.890146867707
27/39/0,412.0,5,1253.3004417505567
27/40/0,58908.0,6,1842.7690314174188
27/40/1,56520.0,6,1788.0440724771693
27/43/0,29265.0,7,1939.2949947484851
27/43/1,13233.0,7,1878.3668483918746
27/45/0,22914.0,6,1885.1001944554191
27/46/0,596.0,5,1179.7228553600692
27/46/1,44278.0,6,1931.80365836875
27/47/0,12601.0,6,1748.8701305152886
27/48/0,61857.0,6,1913.2565827726562
27/48/1,4915.0,6,1657.6352766342106
27/49/0,13889.0,5,1593.397078666118
27/49/1,5125.0,6,1604.3068867482102
27/50/0,15879.0,6,1680.3824594375585
27/51/0,16986.0,6,1909.559785961952
27/52/0,18121.0,5,1791.460387573415
27/52/1,4645.0,5,1596.896899155243
27/53/0,20999.0,6,1670.083908256209
27/53/1,12907.0,6,1922.9960471340737
27/54/0,6124.0,5,1524.8100873186738
27/55/0,18151.0,4,1520.3344863956218
27/55/1,11500.0,4,1422.5385786206018
27/56/0,20172.0,5,1631.1087256816745
27/57/0,32718.0,5,1819.1992248901818
27/57/1,3886.0,5,1456.3875530131302
27/58/0,24996.0,6,2108.88898512957
27/58/1,6386.0,5,1442.5704352869059
27/59/0,15796.0,6,1731.163330901004
27/60/0,25282.0,6,1704.517184127364
27/60/1,6028.0,5,1504.0203049819454
27/61/0,21724.0,5,2065.4122009123103
27/62/0,12330.0,6,1710.5862836647095
27/63/0,25371.0,6,1812.2974775153643
27/63/1,21694.0,6,1878.3438026780423
27/64/0,1680.0,7,1751.9652828278574
27/66/0,2013.0,7,1737.0163364206321
27/66/1,21303.0,7,1985.7443645493186
27/67/0,905.0,7,1649.3772652688378
27/69/0,11609.0,6,1775.8344512306749
27/69/1,21903.0,7,1927.3238380889363
27/70/0,35608.0,6,1871.4753051918212
27/70/1,11415.0,6,1982.8265280615867
27/71/0,98321.0,6,1878.9195006581156
27/71/1,39418.0,7,2052.1216805815025
27/72/0,48985.0,6,1880.8137461795611
27/72/1,13020.0,7,1899.3453441152665
27/73/0,10920.0,6,1771.4496332612894
27/74/0,15082.0,6,1859.301542497953
27/76/0,10275.0,6,1818.7379182019558
27/77/0,15101.0,5,1731.2232048313385
27/79/0,37896.0,6,1835.5891158014924
27/79/1,331.0,6,1326.0870583378237
27/83/0,13756.0,6,1736.0046865533545
27/85/0,6592.0,7,1865.1791947266124
27/85/1,164.0,7,1187.260876519927
27/86/0,18112.0,7,1899.8221422620277
27/88/0,4899.0,6,1573.771586577333
27/88/1,1087.0,5,1398.4376456536852
27/89/0,16405.0,5,1702.657112019967
27/93/0,6086.0,6,1629.5628600642276
27/95/0,14849.0,6,1816.1505234921558
27/95/1,36360.0,6,2042.5446468195646
27/96/0,4816.0,5,1702.2559451076363
27/97/0,4237.0,6,1582.6916281786648
27/99/0,782.0,6,1357.264822374733
27/99/1,55311.0,6,2056.3949604033364
27/100/0,2303.0,7,1597.1389406102473
27/101/0,1724.0,6,1588.1748224208873
27/103/0,30571.0,6,1812.5763969213256
27/103/1,42088.0,6,1847.1746286770142
27/104/0,,5,1291.764998730351
27/105/0,24890.0,7,1899.0674685539334
27/110/0,3360.0,5,1583.3625361587028
27/110/1,556.0,5,1195.065467691346
27/111/0,17036.0,6,1859.8622034637383
27/112/0,1641.0,5,
27/114/0,1449.0,5,1294.5531499154793
27/115/0,523.0,5,1288.4588803594525
27/115/1,26917.0,6,2298.474428531486
27/116/0,3425.0,6,1490.3089760744087
27/117/0,70742.0,6,2283.852890932156
27/117/1,126493.0,6,1968.909853327918
27/118/0,5525.0,6,1654.73777485014
27/119/0,9901.0,5,1587.825716764738
27/121/0,176.0,6,1114.7264433750074
27/123/0,2451.0,4,1235.8377770642908
27/123/1,10501.0,5,1529.7391769596557
27/124/0,26845.0,5,1577.7007324054953
27/125/0,2064.0,5,1424.2745924037658
27/126/0,1907.0,4,1130.7430214115598
27/128/0,5644.0,6,1694.6260937844893
27/129/0,5504.0,6,1607.7014430888753
27/129/1,2637.0,6,1435.42003150582
27/131/0,5533.0,7,1778.1417736345643
27/132/0,15725.0,7,1873.4571725261262
