id,city_id,price,store_id,quantity,ad_level
8352,33/52/1,5.0,0,3840.0,6.0
8359,33/56/1,6.0,0,1880.0,6.0
8360,33/57/0,6.0,0,1735.0,1.0
8361,33/57/0,6.25,1,2278.0,3.0
8362,33/58/0,5.75,0,2100.0,2.0
8363,33/59/0,6.0,0,1178.0,5.0
8364,33/63/0,6.25,0,2790.0,3.0
8368,33/65/0,5.0,0,2610.0,0.0
8370,33/66/0,6.75,0,716.0,
8371,33/66/0,5.5,1,2070.0,5.0
8372,33/66/0,6.75,2,537.0,2.0
8373,33/66/0,6.0,3,1344.0,5.0
8374,33/66/1,6.25,0,2755.0,3.0
8375,33/66/1,5.0,1,2828.0,0.0
8376,33/67/0,6.25,0,2160.0,6.0
8377,33/68/0,7.0,0,2960.0,6.0
8378,33/68/1,7.0,0,1440.0,2.0
8379,33/72/0,6.25,0,1890.0,0.0
8380,33/73/0,5.75,0,1915.0,2.0
8381,33/73/0,5.25,1,1907.0,0.0
8382,33/73/0,5.75,2,2474.0,3.0
8383,33/73/1,5.5,0,2430.0,3.0
8385,33/76/0,5.25,0,2625.0,3.0
8393,33/79/1,6.25,0,1472.0,1.0
8394,33/80/0,6.5,0,1334.0,5.0
8395,33/81/0,7.0,0,2043.0,6.0
8396,33/81/1,7.0,0,1493.0,6.0
8397,33/81/1,7.0,1,1465.0,5.0
8398,33/81/1,6.5,2,2062.0,3.0
8404,33/84/1,6.5,0,2897.0,5.0
8411,33/87/1,5.0,0,3701.0,3.0
8412,33/88/0,5.75,0,1169.0,6.0
8413,33/88/0,6.75,1,400.0,0.0
8414,33/88/0,6.0,2,852.0,3.0
8415,33/88/0,5.5,3,1178.0,2.0
8416,33/88/0,6.0,4,864.0,5.0
8420,33/91/0,5.5,0,1085.0,3.0
8421,33/92/0,6.75,0,1350.0,0.0
8422,33/92/0,6.75,1,1350.0,0.0
8424,33/94/0,5.75,0,1260.0,0.0
8425,33/96/0,5.25,0,2864.0,6.0
8426,33/96/0,5.75,1,1186.0,0.0
8427,33/96/0,6.75,2,525.0,0.0
8428,33/96/0,6.5,3,1157.0,3.0
8430,33/97/1,5.25,0,1771.0,6.0
8431,33/97/1,7.0,1,554.0,2.0
8432,33/97/1,6.5,2,497.0,1.0
8433,33/97/1,6.25,3,801.0,3.0
8434,33/97/1,7.0,4,692.0,3.0
8439,33/99/1,5.25,0,4030.0,6.0
8440,33/99/1,6.75,1,2113.0,3.0
8441,33/100/0,6.0,0,600.0,2.0
8444,33/103/0,6.5,0,1607.0,3.0
8445,33/103/0,5.5,1,2840.0,3.0
8446,33/103/0,5.75,2,2045.0,2.0
8448,33/106/0,6.25,0,1342.0,5.0
8449,33/106/1,5.0,0,4410.0,6.0
8454,33/112/0,6.25,0,1170.0,0.0
8455,33/113/0,6.75,0,2907.0,5.0
8456,33/113/0,7.0,1,2593.0,5.0
8460,33/114/1,6.75,0,1756.0,0.0
8463,33/117/1,6.25,0,3376.0,5.0
8464,33/117/1,5.75,1,3065.0,2.0
8465,33/118/0,5.75,0,1693.0,1.0
8466,33/118/0,5.25,1,2172.0,1.0
8467,33/118/0,5.0,2,3843.0,5.0
8468,33/118/1,6.25,0,2634.0,6.0
8469,33/119/0,5.0,0,2700.0,3.0
8471,33/124/0,5.5,0,1710.0,0.0
8472,33/125/0,6.5,0,1500.0,2.0
8473,33/126/0,6.25,0,2240.0,6.0
8475,33/128/0,5.0,0,2768.0,2.0
8476,33/128/0,5.25,1,2148.0,1.0
8477,33/132/0,5.75,0,2669.0,3.0
8478,33/132/0,6.0,1,2325.0,3.0
8479,33/132/0,6.25,2,1944.0,3.0
8480,33/134/0,5.5,0,3753.0,6.0
8481,33/134/0,7.0,1,1860.0,3.0
8482,33/134/1,5.0,0,4464.0,3.0
8483,33/134/1,6.5,1,1569.0,1.0
8484,33/135/0,6.5,0,1610.0,1.0
8485,33/135/0,7.0,1,2006.0,6.0
8486,33/136/0,5.0,0,3375.0,3.0
8493,33/139/1,5.25,0,3307.0,3.0
8494,33/139/1,5.5,1,2995.0,6.0
8495,33/139/1,7.0,2,779.0,0.0
8496,33/141/0,6.75,0,1859.0,2.0
8497,33/141/1,6.25,0,627.0,2.0
8498,33/141/1,7.0,1,747.0,6.0
8499,33/141/1,7.0,2,700.0,
8500,33/141/1,7.0,3,733.0,5.0
8501,33/141/1,5.25,4,965.0,3.0
8502,33/141/1,6.5,5,789.0,5.0
8505,33/142/1,6.5,0,2005.0,0.0
8506,33/143/0,6.5,0,749.0,5.0
8507,33/143/0,6.25,1,496.0,1.0
8508,33/143/0,6.25,2,779.0,5.0
8509,33/143/0,6.75,3,712.0,3.0
8510,33/143/0,5.25,4,1020.0,5.0
8513,33/147/0,5.25,0,2803.0,2.0
8514,33/147/1,5.75,0,1081.0,2.0
8515,33/147/1,5.5,1,1026.0,0.0
8516,33/147/1,5.25,2,2200.0,5.0
8517,33/147/1,5.5,3,1026.0,0.0
8518,33/148/0,5.75,0,2817.0,3.0
8520,33/149/0,6.0,0,3565.0,3.0
8523,34/0/1,7.0,0,875.0,5.0
8528,34/2/0,7.0,0,545.0,2.0
8529,34/2/0,6.5,1,489.0,1.0
8530,34/2/0,7.0,2,454.0,1.0
8531,34/2/0,7.0,3,409.0,0.0
8532,34/2/1,5.5,0,925.0,6.0
8533,34/2/1,6.0,1,530.0,1.0
8534,34/2/1,6.75,2,565.0,2.0
8535,34/2/1,5.75,3,664.0,2.0
8536,34/2/1,5.75,4,868.0,5.0
8537,34/4/0,5.5,0,1538.0,0.0
8538,34/4/0,6.25,1,1241.0,2.0
8539,34/5/0,6.0,0,500.0,1.0
8541,34/8/0,5.75,0,2809.0,3.0
8542,34/8/0,5.5,1,2061.0,1.0
8543,34/8/1,5.75,0,1833.0,3.0
8544,34/9/0,7.0,0,2276.0,5.0
8545,34/10/0,6.5,0,1250.0,1.0
8546,34/11/0,5.0,0,3797.0,5.0
8547,34/11/0,6.25,1,2302.0,3.0
8549,34/12/1,6.25,0,1467.0,1.0
8550,34/12/1,5.0,1,2426.0,1.0
8551,34/14/0,5.0,0,1650.0,1.0
8554,34/16/0,6.75,0,2235.0,6.0
8555,34/16/0,6.5,1,1547.0,1.0
8561,34/17/0,5.5,0,1395.0,0.0
8562,34/17/1,5.5,0,2669.0,5.0
8564,34/20/0,5.75,0,1770.0,1.0
8566,34/21/0,6.5,0,1350.0,0.0
8568,34/24/0,6.0,0,2576.0,5.0
8569,34/24/0,7.0,1,1398.0,5.0
8570,34/24/0,6.75,2,962.0,0.0
8581,34/32/0,7.0,0,1656.0,1.0
8585,34/34/0,5.25,0,1380.0,2.0
8586,34/37/0,6.25,0,1836.0,2.0
8587,34/37/0,6.5,1,1648.0,2.0
8588,34/38/0,6.0,0,2400.0,3.0
8589,34/39/0,6.25,0,1725.0,3.0
8591,34/41/0,6.5,0,1544.0,3.0
8592,34/41/0,5.75,1,1534.0,1.0
8593,34/41/0,6.0,2,2122.0,3.0
8594,34/41/0,6.75,3,1284.0,3.0
8595,34/41/1,5.75,0,2222.0,1.0
8596,34/41/1,5.75,1,3253.0,3.0
8597,34/44/0,5.5,0,1850.0,1.0
8598,34/45/0,6.75,0,1650.0,3.0
8599,34/49/0,7.0,0,600.0,2.0
8600,34/53/0,,0,500.0,1.0
8604,34/57/0,6.5,0,1035.0,0.0
8610,34/60/1,6.0,0,1802.0,6.0
8611,34/60/1,5.0,1,3472.0,5.0
8612,34/60/1,6.0,2,1689.0,3.0
8613,34/60/1,6.5,3,680.0,0.0
8614,34/61/0,6.25,0,1550.0,1.0
8615,34/62/0,6.0,0,3611.0,5.0
8616,34/62/1,6.0,0,2790.0,3.0
8617,34/63/0,6.75,0,2434.0,5.0
8618,34/66/0,5.25,0,3920.0,6.0
8619,34/66/0,7.0,1,1648.0,5.0
8620,34/67/0,7.0,0,2120.0,5.0
8621,34/68/0,5.5,0,1575.0,3.0
8623,34/71/0,5.5,0,1850.0,1.0
8627,34/73/1,5.75,0,3195.0,5.0
8628,34/73/1,6.25,1,1638.0,1.0
8629,34/76/0,6.5,0,1386.0,5.0
8630,34/76/1,7.0,0,1350.0,1.0
8631,34/77/0,5.25,0,785.0,5.0
8638,34/79/0,6.25,0,1500.0,2.0
8649,34/82/0,5.0,0,1099.0,5.0
8650,34/84/0,6.0,0,1516.0,0.0
8652,34/86/0,5.0,0,2070.0,0.0
8655,34/89/0,5.25,0,3592.0,6.0
8656,34/89/0,6.25,1,1822.0,2.0
8663,34/92/0,6.0,0,1485.0,0.0
8664,34/93/0,5.5,0,2160.0,6.0
8665,34/94/0,7.0,0,1725.0,3.0
8666,34/95/0,5.25,0,2238.0,1.0
8667,34/95/0,6.5,1,1220.0,0.0
8672,34/101/0,6.0,0,2470.0,3.0
8674,34/102/0,6.5,0,852.0,
8675,34/103/0,5.75,0,3423.0,6.0
8676,34/103/1,6.25,0,1339.0,3.0
8677,34/103/1,7.0,1,673.0,5.0
8678,34/103/1,5.0,2,2520.0,2.0
8679,34/103/1,6.0,3,1760.0,6.0
8680,34/104/0,5.5,0,830.0,3.0
8681,34/104/0,5.0,1,942.0,1.0
8682,34/104/0,5.75,2,461.0,0.0
8683,34/104/0,6.75,3,436.0,1.0
8684,34/104/0,5.75,4,794.0,3.0
8689,34/105/0,5.0,0,3622.0,3.0
8692,34/106/1,6.25,0,922.0,6.0
8693,34/107/0,6.75,0,1062.0,0.0
8694,34/107/0,5.5,1,3341.0,3.0
8695,34/108/0,6.75,0,724.0,
8696,34/108/0,5.0,1,916.0,3.0
8697,34/108/0,6.5,2,470.0,1.0
8698,34/108/0,5.5,3,666.0,2.0
8699,34/108/0,6.5,4,564.0,2.0
8700,34/108/0,6.75,5,724.0,
8705,34/110/0,5.25,0,3410.0,3.0
8706,34/110/1,5.75,0,2640.0,2.0
8708,34/111/1,6.75,0,1417.0,3.0
8709,34/111/1,7.0,1,929.0,2.0
8710,34/111/1,5.0,2,2550.0,1.0
8711,34/114/0,5.0,0,3444.0,6.0
8713,34/115/0,7.0,0,2120.0,5.0
8714,34/116/0,6.5,0,886.0,2.0
8715,34/116/1,5.5,0,2782.0,3.0
8716,34/117/0,6.25,0,2520.0,2.0
8717,34/118/0,7.0,0,1100.0,1.0
8719,34/120/0,6.0,0,1750.0,3.0
8720,34/120/0,6.25,1,1612.0,5.0
8721,34/120/0,5.25,2,1722.0,1.0
8722,34/123/0,5.0,0,2160.0,2.0
8723,34/124/0,6.75,0,684.0,0.0
8724,34/124/0,6.75,1,1194.0,5.0
8725,34/124/0,5.75,2,1395.0,1.0
8727,34/129/0,6.0,0,3389.0,5.0
8736,34/130/0,7.0,0,900.0,0.0
8737,34/131/0,6.25,0,2670.0,3.0
8738,34/131/0,5.5,1,3673.0,3.0
8740,34/132/0,5.5,0,3563.0,3.0
8741,34/132/0,6.25,1,2479.0,5.0
8742,34/132/0,6.75,2,1973.0,6.0
8743,34/133/0,5.0,0,4200.0,3.0
8744,34/133/1,5.0,0,3780.0,2.0
8750,34/134/1,6.5,0,3312.0,3.0
8751,34/134/1,5.5,1,3664.0,2.0
8753,34/136/0,6.0,0,1710.0,0.0
8755,34/140/0,6.5,0,1250.0,1.0
8756,34/143/0,7.0,0,550.0,1.0
8757,34/144/0,6.5,0,735.0,
8758,34/144/0,,1,391.0,0.0
8759,34/144/0,5.0,2,2640.0,3.0
8760,34/144/0,5.25,3,1199.0,0.0
8761,34/144/0,6.25,4,764.0,5.0
8762,34/144/1,6.5,0,3012.0,5.0
8763,34/145/0,6.75,0,1516.0,1.0
8764,34/145/0,6.5,1,2575.0,3.0
8768,34/146/0,6.5,0,1150.0,1.0
8769,34/147/0,6.25,0,1980.0,2.0
8771,35/0/0,6.25,0,708.0,2.0
8772,35/0/0,6.0,1,738.0,0.0
8773,35/0/1,6.5,0,1022.0,0.0
8774,35/0/1,5.0,1,4520.0,3.0
8775,35/0/1,7.0,2,633.0,0.0
8776,35/2/0,5.5,0,3254.0,5.0
8778,35/3/0,6.25,0,2455.0,3.0
8783,35/4/0,7.0,0,1062.0,5.0
8784,35/4/0,5.25,1,1978.0,0.0
8785,35/4/1,5.5,0,2098.0,1.0
8787,35/5/1,7.0,0,2198.0,5.0
8789,35/7/0,5.0,0,2329.0,0.0
8790,35/7/0,6.5,1,1557.0,6.0
8791,35/7/0,6.5,2,1486.0,6.0
8792,35/7/0,5.25,3,2694.0,2.0
8793,35/7/1,5.5,0,1255.0,1.0
8794,35/7/1,6.25,1,736.0,6.0
8795,35/7/1,5.0,2,1656.0,0.0
8796,35/7/1,6.0,3,604.0,0.0
8797,35/7/1,5.75,4,1140.0,2.0
8801,35/14/1,5.75,0,1894.0,2.0
8805,35/17/0,6.0,0,507.0,1.0
8806,35/17/0,7.0,1,682.0,5.0
8807,35/17/0,5.5,2,940.0,1.0
8808,35/17/0,5.75,3,1080.0,5.0
8809,35/17/0,5.25,4,1460.0,2.0
8812,35/18/1,5.25,0,3916.0,3.0
8813,35/19/0,6.75,0,1402.0,0.0
8814,35/19/0,6.0,1,3253.0,5.0
8816,35/21/0,6.75,0,1875.0,3.0
8819,35/22/1,5.5,0,2312.0,5.0
8821,35/27/0,6.25,0,1469.0,0.0
8822,35/27/0,6.5,1,1765.0,2.0
8825,35/28/1,6.75,0,1198.0,0.0
8826,35/29/0,5.0,0,511.0,0.0
8827,35/29/0,6.25,1,545.0,2.0
8828,35/29/0,5.5,2,810.0,5.0
8829,35/29/0,5.5,3,774.0,3.0
8830,35/29/0,5.75,4,444.0,
8831,35/29/0,5.5,5,810.0,5.0
8832,35/29/0,6.25,6,727.0,6.0
8833,35/30/0,5.5,0,2914.0,5.0
8834,35/30/1,6.0,0,2844.0,3.0
8835,35/30/1,6.0,1,2917.0,3.0
8836,35/31/0,6.0,0,2125.0,2.0
8837,35/31/1,6.5,0,2642.0,5.0
8839,35/32/1,6.0,0,2781.0,3.0
8840,35/32/1,5.0,1,2346.0,0.0
8841,35/33/0,5.5,0,2234.0,2.0
8842,35/33/0,5.0,1,3662.0,3.0
8844,35/37/0,6.75,0,1600.0,1.0
8845,35/39/0,6.75,0,880.0,0.0
8846,35/39/0,5.25,1,1886.0,1.0
8848,35/41/0,5.5,0,2550.0,3.0
8852,35/43/1,6.75,0,553.0,2.0
8853,35/43/1,5.75,1,649.0,2.0
8854,35/43/1,6.5,2,478.0,1.0
8855,35/43/1,5.0,3,995.0,6.0
8856,35/43/1,6.0,4,829.0,6.0
8857,35/43/1,,5,814.0,5.0
8858,35/43/1,7.0,6,689.0,3.0
8859,35/44/0,6.0,0,1782.0,3.0
8861,35/48/0,6.0,0,855.0,0.0
8862,35/49/0,5.5,0,1800.0,1.0
8863,35/51/0,6.25,0,696.0,0.0
8864,35/51/0,5.75,1,1187.0,1.0
8865,35/51/0,5.25,2,1462.0,0.0
8866,35/51/0,5.5,3,1344.0,1.0
8867,35/52/0,5.5,0,1500.0,2.0
8869,35/56/0,5.25,0,2325.0,3.0
8872,35/62/0,6.5,0,1318.0,3.0
8873,35/63/0,6.25,0,766.0,3.0
8874,35/63/0,6.5,1,713.0,3.0
8875,35/63/0,6.25,2,445.0,0.0
8876,35/63/0,5.5,3,562.0,1.0
8877,35/63/0,5.5,4,871.0,3.0
8878,35/63/0,6.5,5,475.0,1.0
8879,35/63/1,6.75,0,1153.0,0.0
8880,35/66/0,6.25,0,1550.0,3.0
8881,35/67/0,5.0,0,3544.0,3.0
8882,35/67/1,6.0,0,2576.0,5.0
8883,35/67/1,6.25,1,1395.0,1.0
8884,35/67/1,5.25,2,2829.0,2.0
8886,35/69/0,6.0,0,1972.0,2.0
8887,35/69/0,5.0,1,4280.0,5.0
8888,35/69/0,5.25,2,3563.0,3.0
8889,35/69/1,6.5,0,1767.0,2.0
8890,35/69/1,6.25,1,2623.0,5.0
8891,35/70/0,5.5,0,3600.0,6.0
8892,35/71/0,7.0,0,1395.0,0.0
8893,35/72/0,5.0,0,3022.0,3.0
8896,35/76/0,5.0,0,2402.0,3.0
8897,35/77/0,6.5,0,840.0,2.0
8898,35/78/0,6.0,0,2751.0,6.0
8899,35/78/0,6.25,1,2408.0,6.0
8900,35/78/0,6.5,2,1176.0,0.0
8901,35/78/1,6.25,0,762.0,5.0
8902,35/78/1,6.5,1,420.0,0.0
8903,35/78/1,5.0,2,910.0,3.0
8904,35/78/1,6.75,3,449.0,1.0
8905,35/78/1,6.0,4,759.0,3.0
8906,35/78/1,5.5,5,496.0,
8907,35/78/1,6.75,6,674.0,3.0
8908,35/78/1,5.25,7,925.0,6.0
8909,35/82/0,7.0,0,450.0,0.0
8915,35/84/0,5.25,0,4402.0,3.0
8916,35/84/1,5.75,0,814.0,5.0
8917,35/84/1,6.75,1,398.0,0.0
8918,35/84/1,6.75,2,694.0,5.0
8919,35/84/1,5.5,3,868.0,6.0
8920,35/84/1,6.25,4,573.0,2.0
8921,35/84/1,5.5,5,851.0,5.0
8922,35/85/0,5.5,0,3218.0,5.0
8923,35/86/0,5.75,0,1260.0,2.0
8924,35/87/0,6.0,0,2775.0,3.0
8928,35/99/0,7.0,0,1586.0,1.0
8929,35/99/0,5.25,1,4581.0,3.0
8930,35/99/1,6.25,0,3059.0,3.0
8931,35/101/0,5.25,0,2520.0,2.0
8932,35/103/0,6.5,0,2480.0,3.0
8935,35/107/0,5.0,0,4125.0,3.0
8936,35/108/0,7.0,0,2536.0,5.0
8937,35/108/0,5.5,1,3440.0,2.0
8938,35/108/1,6.0,0,1735.0,1.0
8939,35/108/1,5.25,1,3899.0,6.0
8940,35/108/1,6.0,2,1562.0,0.0
8941,35/109/0,6.25,0,1570.0,5.0
8942,35/110/0,6.75,0,442.0,1.0
8943,35/110/0,7.0,1,384.0,0.0
8944,35/110/0,5.0,2,716.0,2.0
8945,35/110/0,5.5,3,868.0,6.0
8946,35/110/0,5.75,4,467.0,0.0
8947,35/110/0,5.5,5,651.0,2.0
8948,35/110/0,5.5,6,852.0,5.0
8949,35/110/1,6.75,0,1658.0,3.0
8950,35/112/0,5.75,0,522.0,1.0
8951,35/112/0,6.0,1,600.0,2.0
8952,35/112/0,6.0,2,750.0,3.0
8953,35/112/0,6.25,3,432.0,0.0
8954,35/112/0,7.0,4,664.0,3.0
8955,35/112/0,5.25,5,914.0,6.0
8956,35/112/0,6.75,6,667.0,3.0
8957,35/112/0,,7,571.0,1.0
8958,35/112/0,6.5,8,462.0,1.0
8959,35/112/0,5.25,9,886.0,3.0
8960,35/112/0,5.25,10,886.0,3.0
8961,35/112/0,7.0,11,386.0,0.0
8962,35/112/0,5.25,12,886.0,3.0
8963,35/112/0,6.75,13,711.0,6.0
8964,35/112/0,6.75,14,444.0,1.0
8965,35/112/1,5.0,0,4320.0,3.0
8966,35/113/0,5.25,0,1933.0,0.0
8970,35/114/0,5.75,0,3100.0,3.0
8972,35/117/0,6.25,0,2746.0,6.0
8973,35/117/0,6.75,1,1618.0,2.0
8974,35/118/0,6.0,0,1421.0,1.0
8975,35/118/0,5.5,1,2800.0,6.0
8976,35/118/1,5.0,0,4125.0,3.0
8978,35/120/0,5.5,0,1800.0,0.0
8979,35/122/0,5.25,0,3101.0,6.0
8981,35/124/0,5.75,0,1305.0,0.0
8982,35/126/0,5.5,0,1359.0,5.0
8983,35/126/0,7.0,1,659.0,3.0
8984,35/126/0,5.75,2,1043.0,3.0
8985,35/126/0,6.0,3,793.0,6.0
8986,35/126/0,5.5,4,1359.0,5.0
8989,35/131/0,7.0,0,1500.0,3.0
8990,35/132/0,6.75,0,1483.0,5.0
8996,35/134/0,5.25,0,1950.0,1.0
8997,35/135/0,5.25,0,2826.0,5.0
9001,35/136/1,7.0,0,1410.0,6.0
9002,35/136/1,6.25,1,2218.0,3.0
9003,35/136/1,6.75,2,1051.0,1.0
9004,35/137/0,6.25,0,1480.0,0.0
9005,35/137/0,5.5,1,3205.0,3.0
9006,35/138/0,5.0,0,2798.0,1.0
9007,35/138/0,6.5,1,2176.0,3.0
9008,35/138/0,6.75,2,1262.0,1.0
9009,35/140/0,5.25,0,2050.0,1.0
9010,35/142/0,6.25,0,3919.0,5.0
9014,35/147/0,5.5,0,2737.0,3.0
9015,35/147/0,5.0,1,3386.0,3.0
9016,35/148/0,5.5,0,2635.0,3.0
9018,36/0/0,5.0,0,3797.0,3.0
9019,36/0/0,7.0,1,505.0,1.0
9020,36/0/0,5.25,2,3389.0,3.0
9029,36/2/0,6.25,0,907.0,5.0
9034,36/4/0,6.5,0,2000.0,6.0
9035,36/5/0,7.0,0,703.0,3.0
9036,36/5/0,5.5,1,716.0,2.0
9037,36/5/0,7.0,2,703.0,3.0
9038,36/5/0,,3,729.0,3.0
9039,36/6/0,6.75,0,1619.0,2.0
9040,36/6/0,5.0,1,3596.0,2.0
9041,36/7/0,5.25,0,2200.0,1.0
9043,36/9/0,7.0,0,2355.0,5.0
9044,36/10/0,5.25,0,1600.0,1.0
9052,36/13/1,7.0,0,1072.0,0.0
9053,36/14/0,5.25,0,2283.0,3.0
9054,36/14/0,7.0,1,652.0,6.0
9055,36/14/0,5.5,2,2037.0,5.0
9056,36/14/0,5.75,3,1693.0,3.0
9059,36/15/0,6.5,0,1395.0,0.0
9060,36/16/0,5.0,0,3297.0,5.0
9061,36/16/1,5.0,0,2300.0,1.0
9062,36/18/0,5.5,0,1395.0,0.0
9063,36/19/0,6.5,0,2231.0,6.0
9064,36/19/0,6.0,1,2750.0,6.0
9067,36/23/0,6.25,0,2220.0,2.0
9069,36/26/0,6.75,0,711.0,6.0
9070,36/26/0,6.0,1,1099.0,5.0
9071,36/26/0,5.5,2,1375.0,2.0
9072,36/26/0,5.25,3,2286.0,6.0
9073,36/26/0,5.5,4,1798.0,5.0
9075,36/27/0,5.75,0,2880.0,6.0
9076,36/27/0,5.75,1,2790.0,3.0
9077,36/28/0,6.5,0,2580.0,2.0
9078,36/29/0,5.5,0,1600.0,1.0
9079,36/30/0,6.75,0,1000.0,0.0
9080,36/30/1,5.25,0,4114.0,6.0
9082,36/31/1,5.75,0,1241.0,0.0
9085,36/34/1,6.25,0,2374.0,6.0
9086,36/35/0,6.5,0,2355.0,5.0
9087,36/36/0,5.5,0,2509.0,6.0
9088,36/36/1,6.0,0,2377.0,6.0
9092,36/42/0,6.25,0,2308.0,5.0
9093,36/42/0,6.0,1,1960.0,2.0
9094,36/45/0,6.25,0,700.0,1.0
9099,36/49/0,7.0,0,1072.0,0.0
9104,36/52/0,6.75,0,2402.0,3.0
9105,36/54/0,6.25,0,1485.0,0.0
9106,36/56/0,6.25,0,2400.0,3.0
9113,36/61/0,5.75,0,1806.0,5.0
9114,36/62/0,,0,386.0,0.0
9115,36/62/0,5.5,1,856.0,5.0
9116,36/62/0,6.25,2,480.0,1.0
9117,36/62/0,5.25,3,897.0,5.0
9118,36/62/0,6.0,4,450.0,0.0
9119,36/62/0,7.0,5,686.0,6.0
9124,36/64/1,5.25,0,3611.0,5.0
9125,36/65/0,6.5,0,2960.0,3.0
9126,36/65/0,6.75,1,2868.0,3.0
9127,36/65/1,7.0,0,2649.0,5.0
9131,36/66/1,6.25,0,1477.0,0.0
9132,36/66/1,5.25,1,3827.0,3.0
9133,36/67/0,6.0,0,3750.0,3.0
9137,36/69/0,5.75,0,2738.0,6.0
9142,36/70/0,6.25,0,1620.0,1.0
9146,36/73/0,7.0,0,2100.0,3.0
9147,36/74/0,6.25,0,1743.0,0.0
9148,36/74/0,6.75,1,2527.0,5.0
9153,36/75/0,5.5,0,2400.0,3.0
9154,36/78/0,6.75,0,2983.0,5.0
9155,36/79/0,6.5,0,1568.0,1.0
9156,36/79/0,6.25,1,1779.0,1.0
9162,36/80/0,6.25,0,1785.0,1.0
9163,36/80/0,6.5,1,2354.0,3.0
9164,36/80/1,6.75,0,2116.0,6.0
9165,36/80/1,6.0,1,2869.0,3.0
9167,36/83/0,6.5,0,1357.0,0.0
9168,36/83/1,5.75,0,959.0,0.0
9177,36/84/1,6.25,0,2913.0,3.0
9190,36/90/0,6.25,0,1019.0,6.0
9191,36/90/0,5.75,1,1503.0,6.0
9192,36/90/0,5.75,2,1583.0,6.0
9193,36/90/0,5.0,3,2468.0,3.0
9194,36/94/0,5.75,0,2325.0,3.0
9195,36/96/0,5.0,0,1995.0,3.0
9196,36/96/0,6.0,1,585.0,2.0
9197,36/96/0,6.25,2,725.0,3.0
9198,36/96/0,,3,562.0,2.0
9199,36/96/0,5.75,4,839.0,3.0
9200,36/97/0,5.75,0,2109.0,2.0
9201,36/97/1,6.5,0,1979.0,2.0
9202,36/99/0,6.0,0,2325.0,3.0
9203,36/100/0,6.5,0,2742.0,6.0
9204,36/100/1,7.0,0,2199.0,2.0
9205,36/101/0,6.5,0,2101.0,3.0
9206,36/101/0,5.25,1,3850.0,6.0
9207,36/103/0,,0,606.0,3.0
9208,36/103/0,5.75,1,590.0,2.0
9209,36/103/0,5.75,2,762.0,
9210,36/103/0,5.75,3,762.0,3.0
9211,36/103/0,5.5,4,771.0,3.0
9212,36/103/0,5.5,5,514.0,1.0
9213,36/103/1,5.25,0,845.0,5.0
9214,36/103/1,6.75,1,628.0,3.0
9215,36/103/1,5.0,2,876.0,3.0
9216,36/103/1,5.0,3,509.0,0.0
9217,36/103/1,5.25,4,538.0,1.0
9218,36/103/1,6.0,5,740.0,5.0
9219,36/103/1,5.0,6,509.0,0.0
9221,36/104/1,5.75,0,3130.0,6.0
9227,36/112/0,5.5,0,2520.0,2.0
9228,36/113/0,5.25,0,2329.0,1.0
9233,36/116/0,7.0,0,1305.0,0.0
9234,36/117/0,7.0,0,1550.0,1.0
9235,36/118/0,6.0,0,1020.0,2.0
9237,36/121/0,5.0,0,2970.0,3.0
9238,36/121/0,6.0,1,1918.0,3.0
9239,36/123/0,6.5,0,2175.0,3.0
9241,36/125/1,5.0,0,2030.0,0.0
9244,36/128/0,6.0,0,2847.0,3.0
9245,36/128/0,6.25,1,2672.0,3.0
9246,36/128/0,6.5,2,2425.0,6.0
9247,36/128/1,5.0,0,1773.0,2.0
9248,36/128/1,6.5,1,734.0,3.0
9249,36/128/1,6.75,2,707.0,3.0
9250,36/128/1,6.75,3,716.0,5.0
9251,36/128/1,5.5,4,1475.0,3.0
9261,36/133/0,5.75,0,1500.0,2.0
9265,36/136/0,5.75,0,2025.0,3.0
9266,36/138/0,7.0,0,1254.0,1.0
9280,36/140/1,6.75,0,639.0,3.0
9281,36/140/1,5.0,1,690.0,2.0
9282,36/140/1,,2,575.0,2.0
9283,36/140/1,6.5,3,663.0,3.0
9284,36/140/1,5.0,4,575.0,1.0
9285,36/140/1,5.5,5,784.0,3.0
9286,36/142/0,5.25,0,1150.0,1.0
9287,36/143/0,6.0,0,780.0,2.0
9288,36/144/0,6.0,0,1900.0,1.0
9289,36/144/1,6.75,0,1822.0,1.0
9290,36/144/1,5.25,1,5114.0,5.0
9291,36/145/0,6.0,0,2833.0,3.0
9292,36/145/1,5.25,0,3432.0,2.0
9293,36/145/1,5.75,1,2779.0,2.0
9294,36/146/0,5.5,0,3163.0,2.0
9295,36/146/0,7.0,1,2155.0,3.0
9296,36/146/1,5.25,0,4057.0,3.0
9297,36/147/0,7.0,0,785.0,5.0
9298,36/149/0,6.0,0,3447.0,6.0
9299,36/149/0,5.0,1,4774.0,3.0
9300,37/0/0,6.75,0,1143.0,0.0
9301,37/0/0,5.5,1,3007.0,2.0
9308,37/3/0,6.25,0,3151.0,6.0
9311,37/3/2,6.5,0,1005.0,0.0
9312,37/4/0,7.0,0,638.0,0.0
9316,37/6/0,7.0,0,1158.0,2.0
9317,37/6/1,5.75,0,2248.0,1.0
9318,37/6/1,5.75,1,2248.0,1.0
9319,37/6/1,5.0,2,3666.0,2.0
9320,37/9/0,5.25,0,3376.0,5.0
9321,37/10/0,7.0,0,2093.0,5.0
